종생부,NS01,ZNW,,,,
종언,NS02,ZNW,,,,
종이학,NS02,ZNW,,,,
주술적,NS02,ZNW,,,,
주의적,NS02,ZNW,,,,
주종,NS02,ZNW,,,,
주체사관,NS02,ZNW,,,,
주총,NS02,ZNW,,,,
주춧돌,NS03,ZNW,,,,
지상전,NS02,ZNW,,,,
지아이,NS01,ZNW,,,,
지은이,NS01,ZNW,,,,
가게,NS01,ZNW,LEO,SLB,HAL,MCO
가격,NS02,ZNW,LEO,SLB,NAB,
가결,NS03,ZNW,LEO,SLB,PHV,
